pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
102566	DB00321|DB00492	DB00492	DB00321	training	validation	validation	1
102567	DB00492|DB00874	DB00492	DB00874	training	training	training	0
102568	DB00492|DB00502	DB00492	DB00502	training	training	training	0
102569	DB00492|DB01109	DB00492	DB01109	training	training	training	0
102570	DB00492|DB01275	DB00492	DB01275	training	test	test	1
102571	DB00492|DB00999	DB00492	DB00999	training	test	test	1
102572	DB00492|DB00956	DB00492	DB00956	training	training	training	0
102573	DB00492|DB00741	DB00492	DB00741	training	validation	validation	1
102574	DB00492|DB01611	DB00492	DB01611	training	training	training	0
102575	DB00492|DB01005	DB00492	DB01005	training	training	training	0
102576	DB00492|DB00557	DB00492	DB00557	training	training	training	0
102577	DB00492|DB01050	DB00492	DB01050	training	training	training	0
102578	DB00492|DB00808	DB00492	DB00808	training	training	training	0
102579	DB00328|DB00492	DB00492	DB00328	training	training	training	0
102580	DB00492|DB09401	DB00492	DB09401	training	test	test	1
102581	DB00492|DB00883	DB00492	DB00883	training	test	test	1
102582	DB00492|DB01009	DB00492	DB01009	training	training	training	0
102583	DB00492|DB00598	DB00492	DB00598	training	training	training	0
102584	DB00492|DB00581	DB00492	DB00581	training	training	training	0
102585	DB00492|DB01235	DB00492	DB01235	training	training	training	0
102586	DB00281|DB00492	DB00492	DB00281	training	training	training	0
102587	DB00492|DB00836	DB00492	DB00836	training	training	training	0
102588	DB00186|DB00492	DB00492	DB00186	training	training	training	0
102589	DB00227|DB00492	DB00492	DB00227	training	training	training	0
102590	DB00492|DB09104	DB00492	DB09104	training	training	training	0
102591	DB00492|DB01377	DB00492	DB01377	training	training	training	0
102592	DB00492|DB00737	DB00492	DB00737	training	training	training	0
102593	DB00492|DB01043	DB00492	DB01043	training	test	test	1
102594	DB00331|DB00492	DB00492	DB00331	training	test	test	1
102595	DB00333|DB00492	DB00492	DB00333	training	training	training	0
102596	DB00423|DB00492	DB00492	DB00423	training	test	test	1
102597	DB00492|DB00563	DB00492	DB00563	training	test	test	1
102598	DB00422|DB00492	DB00492	DB00422	training	training	training	0
102599	DB00492|DB00959	DB00492	DB00959	training	training	training	0
102600	DB00492|DB01233	DB00492	DB01233	training	test	test	1
102601	DB00492|DB00524	DB00492	DB00524	training	training	training	0
102602	DB00264|DB00492	DB00492	DB00264	training	training	training	0
102603	DB00492|DB00916	DB00492	DB00916	training	training	training	0
102604	DB00492|DB00683	DB00492	DB00683	training	test	test	1
102605	DB00350|DB00492	DB00492	DB00350	training	training	training	0
102606	DB00295|DB00492	DB00492	DB00295	training	training	training	0
102607	DB00332|DB00492	DB00492	DB00332	training	test	test	1
102608	DB00492|DB00788	DB00492	DB00788	training	test	test	1
102609	DB00492|DB00627	DB00492	DB00627	training	validation	validation	1
102610	DB00492|DB01115	DB00492	DB01115	training	test	test	1
102611	DB00492|DB00540	DB00492	DB00540	training	training	training	0
102612	DB00492|DB00646	DB00492	DB00646	training	training	training	0
102613	DB00492|DB01165	DB00492	DB01165	training	training	training	0
102614	DB00338|DB00492	DB00492	DB00338	training	training	training	0
102615	DB00492|DB00842	DB00492	DB00842	training	training	training	0
102616	DB00492|DB00497	DB00492	DB00497	training	training	training	0
102617	DB00492|DB09140	DB00492	DB09140	training	training	training	0
102618	DB00492|DB00806	DB00492	DB00806	training	test	test	1
102619	DB00492|DB01174	DB00492	DB01174	training	training	training	0
102620	DB00492|DB09210	DB00492	DB09210	training	training	training	0
102621	DB00492|DB00554	DB00492	DB00554	training	test	test	1
102622	DB00492|DB14500	DB00492	DB14500	training	training	training	0
102623	DB00492|DB00761	DB00492	DB00761	training	validation	validation	1
102624	DB00457|DB00492	DB00492	DB00457	training	training	training	0
102625	DB00492|DB00860	DB00492	DB00860	training	training	training	0
102626	DB00492|DB00635	DB00492	DB00635	training	test	test	1
102627	DB00492|DB00794	DB00492	DB00794	training	training	training	0
102628	DB00492|DB01039	DB00492	DB01039	training	training	training	0
102629	DB00433|DB00492	DB00492	DB00433	training	test	test	1
102630	DB00492|DB01069	DB00492	DB01069	training	training	training	0
102631	DB00492|DB00647	DB00492	DB00647	training	training	training	0
102632	DB00492|DB00571	DB00492	DB00571	training	validation	validation	1
102633	DB00492|DB09141	DB00492	DB09141	training	training	training	0
102634	DB00492|DB00852	DB00492	DB00852	training	training	training	0
102635	DB00468|DB00492	DB00492	DB00468	training	validation	validation	1
102636	DB00492|DB00863	DB00492	DB00863	training	training	training	0
102637	DB00492|DB00811	DB00492	DB00811	training	training	training	0
102638	DB00492|DB00795	DB00492	DB00795	training	training	training	0
102639	DB00492|DB09153	DB00492	DB09153	training	validation	validation	1
102640	DB00492|DB09072	DB00492	DB09072	training	training	training	0
102641	DB00489|DB00492	DB00492	DB00489	training	training	training	0
102642	DB00421|DB00492	DB00492	DB00421	training	training	training	0
102643	DB00014|DB00492	DB00492	DB00014	training	training	training	0
102644	DB00492|DB01224	DB00492	DB01224	training	training	training	0
102645	DB00492|DB01306	DB00492	DB01306	training	training	training	0
102646	DB00492|DB00678	DB00492	DB00678	training	training	training	0
102647	DB00492|DB01229	DB00492	DB01229	training	training	training	0
102648	DB00492|DB00697	DB00492	DB00697	training	training	training	0
102649	DB00492|DB00660	DB00492	DB00660	training	training	training	0
102650	DB00492|DB00869	DB00492	DB00869	training	training	training	0
102651	DB00492|DB01276	DB00492	DB01276	training	training	training	0
102652	DB00334|DB00492	DB00492	DB00334	training	test	test	1
102653	DB00492|DB00688	DB00492	DB00688	training	test	test	1
102654	DB00492|DB00709	DB00492	DB00709	training	training	training	0
102655	DB00492|DB01409	DB00492	DB01409	training	training	training	0
102656	DB00177|DB00492	DB00492	DB00177	training	training	training	0
102657	DB00476|DB00492	DB00492	DB00476	training	training	training	0
102658	DB00492|DB00912	DB00492	DB00912	training	training	training	0
102659	DB00492|DB00577	DB00492	DB00577	training	training	training	0
102660	DB00492|DB00910	DB00492	DB00910	training	test	test	1
102661	DB00060|DB00492	DB00492	DB00060	training	training	training	0
102662	DB00492|DB00706	DB00492	DB00706	training	validation	validation	1
102663	DB00492|DB11089	DB00492	DB11089	training	training	training	0
102664	DB00492|DB01137	DB00492	DB01137	training	training	training	0
102665	DB00492|DB01128	DB00492	DB01128	training	training	training	0
102666	DB00492|DB01029	DB00492	DB01029	training	training	training	0
102667	DB00412|DB00492	DB00492	DB00412	training	training	training	0
102668	DB00492|DB01217	DB00492	DB01217	training	validation	validation	1
102669	DB00492|DB00503	DB00492	DB00503	training	validation	validation	1
102670	DB00492|DB00950	DB00492	DB00950	training	training	training	0
102671	DB00471|DB00492	DB00492	DB00471	training	training	training	0
102672	DB00492|DB01238	DB00492	DB01238	training	training	training	0
102673	DB00492|DB01273	DB00492	DB01273	training	training	training	0
102674	DB00492|DB01261	DB00492	DB01261	training	training	training	0
102675	DB00492|DB01609	DB00492	DB01609	training	training	training	0
102676	DB00413|DB00492	DB00492	DB00413	training	training	training	0
102677	DB00014|DB00437	DB00014	DB00437	training	training	training	0
102678	DB00014|DB00404	DB00014	DB00404	training	training	training	0
102679	DB00014|DB00321	DB00014	DB00321	training	validation	validation	1
102680	DB00014|DB00502	DB00014	DB00502	training	training	training	0
102681	DB00014|DB01109	DB00014	DB01109	training	training	training	0
102682	DB00014|DB00999	DB00014	DB00999	training	test	test	1
102683	DB00014|DB00956	DB00014	DB00956	training	training	training	0
102684	DB00014|DB00741	DB00014	DB00741	training	validation	validation	1
102685	DB00014|DB01050	DB00014	DB01050	training	training	training	0
102686	DB00014|DB09401	DB00014	DB09401	training	test	test	1
102687	DB00014|DB00883	DB00014	DB00883	training	test	test	1
102688	DB00014|DB01026	DB00014	DB01026	training	training	training	0
102689	DB00014|DB01009	DB00014	DB01009	training	training	training	0
102690	DB00014|DB00581	DB00014	DB00581	training	training	training	0
102691	DB00014|DB00836	DB00014	DB00836	training	training	training	0
102692	DB00014|DB00186	DB00014	DB00186	training	training	training	0
102693	DB00014|DB01377	DB00014	DB01377	training	training	training	0
102694	DB00014|DB00331	DB00014	DB00331	training	test	test	1
102695	DB00014|DB00333	DB00014	DB00333	training	training	training	0
102696	DB00014|DB00563	DB00014	DB00563	training	test	test	1
102697	DB00014|DB00959	DB00014	DB00959	training	training	training	0
102698	DB00014|DB01233	DB00014	DB01233	training	test	test	1
102699	DB00014|DB00264	DB00014	DB00264	training	training	training	0
102700	DB00014|DB01204	DB00014	DB01204	training	test	test	1
102701	DB00014|DB00295	DB00014	DB00295	training	training	training	0
102702	DB00014|DB00332	DB00014	DB00332	training	test	test	1
102703	DB00014|DB00788	DB00014	DB00788	training	test	test	1
102704	DB00014|DB00646	DB00014	DB00646	training	training	training	0
102705	DB00014|DB00338	DB00014	DB00338	training	training	training	0
102706	DB00014|DB00842	DB00014	DB00842	training	training	training	0
102707	DB00014|DB00497	DB00014	DB00497	training	training	training	0
102708	DB00014|DB00761	DB00014	DB00761	training	validation	validation	1
102709	DB00014|DB00860	DB00014	DB00860	training	training	training	0
102710	DB00014|DB00635	DB00014	DB00635	training	test	test	1
102711	DB00014|DB01039	DB00014	DB01039	training	training	training	0
102712	DB00014|DB00433	DB00014	DB00433	training	test	test	1
102713	DB00014|DB00863	DB00014	DB00863	training	training	training	0
102714	DB00014|DB09153	DB00014	DB09153	training	validation	validation	1
102715	DB00014|DB00421	DB00014	DB00421	training	training	training	0
102716	DB00014|DB01224	DB00014	DB01224	training	training	training	0
102717	DB00014|DB00678	DB00014	DB00678	training	training	training	0
102718	DB00014|DB00790	DB00014	DB00790	training	training	training	0
102719	DB00014|DB01229	DB00014	DB01229	training	training	training	0
102720	DB00014|DB00334	DB00014	DB00334	training	test	test	1
102721	DB00014|DB01225	DB00014	DB01225	training	training	training	0
102722	DB00014|DB01409	DB00014	DB01409	training	training	training	0
102723	DB00014|DB00177	DB00014	DB00177	training	training	training	0
102724	DB00014|DB00377	DB00014	DB00377	training	test	test	1
102725	DB00014|DB00476	DB00014	DB00476	training	training	training	0
102726	DB00014|DB01006	DB00014	DB01006	training	training	training	0
102727	DB00014|DB00706	DB00014	DB00706	training	validation	validation	1
102728	DB00014|DB13528	DB00014	DB13528	training	training	training	0
102729	DB00014|DB11089	DB00014	DB11089	training	training	training	0
102730	DB00014|DB01137	DB00014	DB01137	training	training	training	0
102731	DB00014|DB01128	DB00014	DB01128	training	training	training	0
102732	DB00014|DB01029	DB00014	DB01029	training	training	training	0
102733	DB00014|DB01217	DB00014	DB01217	training	validation	validation	1
102734	DB00014|DB00950	DB00014	DB00950	training	training	training	0
102735	DB00014|DB00471	DB00014	DB00471	training	training	training	0
102736	DB00014|DB01261	DB00014	DB01261	training	training	training	0
102737	DB00014|DB06643	DB00014	DB06643	training	test	test	1
102738	DB00014|DB06772	DB00014	DB06772	training	training	training	0
102739	DB00437|DB01224	DB01224	DB00437	training	training	training	0
102740	DB00404|DB01224	DB01224	DB00404	training	training	training	0
102741	DB00915|DB01224	DB01224	DB00915	training	training	training	0
102742	DB00594|DB01224	DB01224	DB00594	training	test	test	1
102743	DB01223|DB01224	DB01224	DB01223	training	test	test	1
102744	DB01118|DB01224	DB01224	DB01118	training	test	test	1
102745	DB00321|DB01224	DB01224	DB00321	training	validation	validation	1
102746	DB00543|DB01224	DB01224	DB00543	training	test	test	1
102747	DB00182|DB01224	DB01224	DB00182	training	training	training	0
102748	DB01109|DB01224	DB01224	DB01109	training	training	training	0
102749	DB01224|DB01275	DB01224	DB01275	training	test	test	1
102750	DB00999|DB01224	DB01224	DB00999	training	test	test	1
102751	DB00956|DB01224	DB01224	DB00956	training	training	training	0
102752	DB00741|DB01224	DB01224	DB00741	training	validation	validation	1
102753	DB01224|DB01611	DB01224	DB01611	training	training	training	0
102754	DB01005|DB01224	DB01224	DB01005	training	training	training	0
102755	DB00557|DB01224	DB01224	DB00557	training	training	training	0
102756	DB01050|DB01224	DB01224	DB01050	training	training	training	0
102757	DB00458|DB01224	DB01224	DB00458	training	training	training	0
102758	DB00808|DB01224	DB01224	DB00808	training	training	training	0
102759	DB00328|DB01224	DB01224	DB00328	training	training	training	0
102760	DB00951|DB01224	DB01224	DB00951	training	test	test	1
102761	DB01224|DB09401	DB01224	DB09401	training	test	test	1
102762	DB00883|DB01224	DB01224	DB00883	training	test	test	1
102763	DB00982|DB01224	DB01224	DB00982	training	training	training	0
102764	DB01221|DB01224	DB01224	DB01221	training	test	test	1
102765	DB01026|DB01224	DB01224	DB01026	training	training	training	0
102766	DB01009|DB01224	DB01224	DB01009	training	training	training	0
102767	DB00598|DB01224	DB01224	DB00598	training	training	training	0
102768	DB01224|DB15823	DB01224	DB15823	training	training	training	0
102769	DB00581|DB01224	DB01224	DB00581	training	training	training	0
102770	DB00650|DB01224	DB01224	DB00650	training	validation	validation	1
102771	DB00367|DB01224	DB01224	DB00367	training	training	training	0
102772	DB01224|DB01235	DB01224	DB01235	training	training	training	0
102773	DB00281|DB01224	DB01224	DB00281	training	training	training	0
102774	DB01224|DB11357	DB01224	DB11357	training	training	training	0
102775	DB00836|DB01224	DB01224	DB00836	training	training	training	0
102776	DB00186|DB01224	DB01224	DB00186	training	training	training	0
102777	DB00227|DB01224	DB01224	DB00227	training	training	training	0
102778	DB00408|DB01224	DB01224	DB00408	training	training	training	0
102779	DB01224|DB14513	DB01224	DB14513	training	test	test	1
102780	DB01224|DB09104	DB01224	DB09104	training	training	training	0
102781	DB01224|DB01377	DB01224	DB01377	training	training	training	0
102782	DB00934|DB01224	DB01224	DB00934	training	training	training	0
102783	DB00737|DB01224	DB01224	DB00737	training	training	training	0
102784	DB01065|DB01224	DB01224	DB01065	training	test	test	1
102785	DB01042|DB01224	DB01224	DB01042	training	training	training	0
102786	DB01043|DB01224	DB01224	DB01043	training	test	test	1
102787	DB00454|DB01224	DB01224	DB00454	training	training	training	0
102788	DB00331|DB01224	DB01224	DB00331	training	test	test	1
102789	DB00333|DB01224	DB01224	DB00333	training	training	training	0
102790	DB01224|DB01577	DB01224	DB01577	training	training	training	0
102791	DB00763|DB01224	DB01224	DB00763	training	training	training	0
102792	DB00423|DB01224	DB01224	DB00423	training	test	test	1
102793	DB00563|DB01224	DB01224	DB00563	training	test	test	1
102794	DB01224|DB01403	DB01224	DB01403	training	training	training	0
102795	DB01224|DB11228	DB01224	DB11228	training	training	training	0
102796	DB00422|DB01224	DB01224	DB00422	training	training	training	0
102797	DB00959|DB01224	DB01224	DB00959	training	training	training	0
102798	DB01224|DB01233	DB01224	DB01233	training	test	test	1
102799	DB00524|DB01224	DB01224	DB00524	training	training	training	0
102800	DB00264|DB01224	DB01224	DB00264	training	training	training	0
102801	DB00916|DB01224	DB01224	DB00916	training	training	training	0
102802	DB00379|DB01224	DB01224	DB00379	training	training	training	0
102803	DB01224|DB06148	DB01224	DB06148	training	training	training	0
102804	DB01110|DB01224	DB01224	DB01110	training	test	test	1
102805	DB00683|DB01224	DB01224	DB00683	training	test	test	1
102806	DB00211|DB01224	DB01224	DB00211	training	training	training	0
102807	DB01017|DB01224	DB01224	DB01017	training	training	training	0
102808	DB00350|DB01224	DB01224	DB00350	training	training	training	0
102809	DB00295|DB01224	DB01224	DB00295	training	training	training	0
102810	DB00332|DB01224	DB01224	DB00332	training	test	test	1
102811	DB01203|DB01224	DB01224	DB01203	training	validation	validation	1
102812	DB00844|DB01224	DB01224	DB00844	training	test	test	1
102813	DB01183|DB01224	DB01224	DB01183	training	training	training	0
102814	DB00704|DB01224	DB01224	DB00704	training	training	training	0
102815	DB00788|DB01224	DB01224	DB00788	training	test	test	1
102816	DB00627|DB01224	DB01224	DB00627	training	validation	validation	1
102817	DB01115|DB01224	DB01224	DB01115	training	test	test	1
102818	DB00401|DB01224	DB01224	DB00401	training	validation	validation	1
102819	DB01224|DB01595	DB01224	DB01595	training	training	training	0
102820	DB00368|DB01224	DB01224	DB00368	training	training	training	0
102821	DB00717|DB01224	DB01224	DB00717	training	training	training	0
102822	DB01059|DB01224	DB01224	DB01059	training	training	training	0
102823	DB00540|DB01224	DB01224	DB00540	training	training	training	0
102824	DB00646|DB01224	DB01224	DB00646	training	training	training	0
102825	DB00104|DB01224	DB01224	DB00104	training	training	training	0
102826	DB01165|DB01224	DB01224	DB01165	training	training	training	0
102827	DB00338|DB01224	DB01224	DB00338	training	training	training	0
102828	DB01224|DB12930	DB01224	DB12930	training	validation	validation	1
102829	DB00816|DB01224	DB01224	DB00816	training	training	training	0
102830	DB01173|DB01224	DB01224	DB01173	training	training	training	0
102831	DB00842|DB01224	DB01224	DB00842	training	training	training	0
102832	DB00497|DB01224	DB01224	DB00497	training	training	training	0
102833	DB01224|DB09140	DB01224	DB09140	training	training	training	0
102834	DB00935|DB01224	DB01224	DB00935	training	training	training	0
102835	DB01192|DB01224	DB01224	DB01192	training	validation	validation	1
102836	DB00107|DB01224	DB01224	DB00107	training	training	training	0
102837	DB01224|DB01230	DB01224	DB01230	training	training	training	0
102838	DB01053|DB01224	DB01224	DB01053	training	training	training	0
102839	DB00417|DB01224	DB01224	DB00417	training	test	test	1
102840	DB00652|DB01224	DB01224	DB00652	training	training	training	0
102841	DB00806|DB01224	DB01224	DB00806	training	test	test	1
102842	DB01224|DB12710	DB01224	DB12710	training	training	training	0
102843	DB01186|DB01224	DB01224	DB01186	training	training	training	0
102844	DB00850|DB01224	DB01224	DB00850	training	test	test	1
102845	DB01224|DB01438	DB01224	DB01438	training	training	training	0
102846	DB00780|DB01224	DB01224	DB00780	training	training	training	0
102847	DB01174|DB01224	DB01224	DB01174	training	training	training	0
102848	DB00946|DB01224	DB01224	DB00946	training	training	training	0
102849	DB00388|DB01224	DB01224	DB00388	training	training	training	0
102850	DB00397|DB01224	DB01224	DB00397	training	training	training	0
102851	DB00252|DB01224	DB01224	DB00252	training	training	training	0
102852	DB01224|DB12944	DB01224	DB12944	training	training	training	0
102853	DB01022|DB01224	DB01224	DB01022	training	training	training	0
102854	DB01085|DB01224	DB01224	DB01085	training	training	training	0
102855	DB01100|DB01224	DB01224	DB01100	training	training	training	0
102856	DB00670|DB01224	DB01224	DB00670	training	training	training	0
102857	DB00554|DB01224	DB01224	DB00554	training	test	test	1
102858	DB01224|DB06153	DB01224	DB06153	training	training	training	0
102859	DB01224|DB14500	DB01224	DB14500	training	training	training	0
102860	DB00761|DB01224	DB01224	DB00761	training	validation	validation	1
102861	DB01224|DB01588	DB01224	DB01588	training	training	training	0
102862	DB00457|DB01224	DB01224	DB00457	training	training	training	0
102863	DB00860|DB01224	DB01224	DB00860	training	training	training	0
102864	DB00635|DB01224	DB01224	DB00635	training	test	test	1
102865	DB00794|DB01224	DB01224	DB00794	training	training	training	0
102866	DB01039|DB01224	DB01224	DB01039	training	training	training	0
102867	DB00433|DB01224	DB01224	DB00433	training	test	test	1
102868	DB00387|DB01224	DB01224	DB00387	training	training	training	0
102869	DB00396|DB01224	DB01224	DB00396	training	training	training	0
102870	DB00420|DB01224	DB01224	DB00420	training	training	training	0
102871	DB01069|DB01224	DB01224	DB01069	training	training	training	0
102872	DB01182|DB01224	DB01224	DB01182	training	validation	validation	1
102873	DB01224|DB01608	DB01224	DB01608	training	validation	validation	1
102874	DB00777|DB01224	DB01224	DB00777	training	test	test	1
102875	DB00818|DB01224	DB01224	DB00818	training	training	training	0
102876	DB00647|DB01224	DB01224	DB00647	training	training	training	0
102877	DB00571|DB01224	DB01224	DB00571	training	validation	validation	1
102878	DB00550|DB01224	DB01224	DB00550	training	training	training	0
102879	DB00344|DB01224	DB01224	DB00344	training	training	training	0
102880	DB00852|DB01224	DB01224	DB00852	training	training	training	0
102881	DB01224|DB11097	DB01224	DB11097	training	training	training	0
102882	DB00908|DB01224	DB01224	DB00908	training	validation	validation	1
102883	DB00468|DB01224	DB01224	DB00468	training	validation	validation	1
102884	DB00863|DB01224	DB01224	DB00863	training	training	training	0
102885	DB00811|DB01224	DB01224	DB00811	training	training	training	0
102886	DB01045|DB01224	DB01224	DB01045	training	validation	validation	1
102887	DB00795|DB01224	DB01224	DB00795	training	training	training	0
102888	DB00936|DB01224	DB01224	DB00936	training	training	training	0
102889	DB01037|DB01224	DB01224	DB01037	training	training	training	0
102890	DB01224|DB11135	DB01224	DB11135	training	validation	validation	1
102891	DB01224|DB05245	DB01224	DB05245	training	training	training	0
102892	DB01224|DB09512	DB01224	DB09512	training	training	training	0
102893	DB01224|DB09153	DB01224	DB09153	training	validation	validation	1
102894	DB01224|DB09072	DB01224	DB09072	training	training	training	0
102895	DB01224|DB01638	DB01224	DB01638	training	test	test	1
102896	DB00489|DB01224	DB01224	DB00489	training	training	training	0
102897	DB00421|DB01224	DB01224	DB00421	training	training	training	0
102898	DB01224|DB01306	DB01224	DB01306	training	training	training	0
102899	DB00762|DB01224	DB01224	DB00762	training	validation	validation	1
102900	DB00678|DB01224	DB01224	DB00678	training	training	training	0
102901	DB00244|DB01224	DB01224	DB00244	training	training	training	0
102902	DB00238|DB01224	DB01224	DB00238	training	training	training	0
102903	DB00790|DB01224	DB01224	DB00790	training	training	training	0
102904	DB01224|DB09125	DB01224	DB09125	training	training	training	0
102905	DB01224|DB12278	DB01224	DB12278	training	training	training	0
102906	DB01224|DB12958	DB01224	DB12958	training	training	training	0
102907	DB01224|DB01229	DB01224	DB01229	training	training	training	0
102908	DB00697|DB01224	DB01224	DB00697	training	training	training	0
102909	DB00660|DB01224	DB01224	DB00660	training	training	training	0
102910	DB00649|DB01224	DB01224	DB00649	training	test	test	1
102911	DB00869|DB01224	DB01224	DB00869	training	training	training	0
102912	DB01117|DB01224	DB01224	DB01117	training	training	training	0
102913	DB00210|DB01224	DB01224	DB00210	training	training	training	0
102914	DB00494|DB01224	DB01224	DB00494	training	training	training	0
102915	DB01224|DB01276	DB01224	DB01276	training	training	training	0
102916	DB00234|DB01224	DB01224	DB00234	training	test	test	1
102917	DB00334|DB01224	DB01224	DB00334	training	test	test	1
102918	DB01224|DB01225	DB01224	DB01225	training	training	training	0
102919	DB01224|DB06779	DB01224	DB06779	training	test	test	1
102920	DB00426|DB01224	DB01224	DB00426	training	training	training	0
102921	DB00728|DB01224	DB01224	DB00728	training	training	training	0
102922	DB00688|DB01224	DB01224	DB00688	training	test	test	1
102923	DB00709|DB01224	DB01224	DB00709	training	training	training	0
102924	DB01224|DB06283	DB01224	DB06283	training	training	training	0
102925	DB01224|DB01409	DB01224	DB01409	training	training	training	0
102926	DB00177|DB01224	DB01224	DB00177	training	training	training	0
102927	DB00377|DB01224	DB01224	DB00377	training	test	test	1
102928	DB00481|DB01224	DB01224	DB00481	training	training	training	0
102929	DB00268|DB01224	DB01224	DB00268	training	test	test	1
102930	DB00476|DB01224	DB01224	DB00476	training	training	training	0
102931	DB01006|DB01224	DB01224	DB01006	training	training	training	0
102932	DB00912|DB01224	DB01224	DB00912	training	training	training	0
102933	DB01224|DB04946	DB01224	DB04946	training	test	test	1
102934	DB00966|DB01224	DB01224	DB00966	training	test	test	1
102935	DB00577|DB01224	DB01224	DB00577	training	training	training	0
102936	DB00910|DB01224	DB01224	DB00910	training	test	test	1
102937	DB00962|DB01224	DB01224	DB00962	training	test	test	1
102938	DB00559|DB01224	DB01224	DB00559	training	test	test	1
102939	DB00060|DB01224	DB01224	DB00060	training	training	training	0
102940	DB00706|DB01224	DB01224	DB00706	training	validation	validation	1
102941	DB01224|DB11089	DB01224	DB11089	training	training	training	0
102942	DB01137|DB01224	DB01224	DB01137	training	training	training	0
102943	DB00659|DB01224	DB01224	DB00659	training	training	training	0
102944	DB01029|DB01224	DB01224	DB01029	training	training	training	0
102945	DB00412|DB01224	DB01224	DB00412	training	training	training	0
102946	DB01217|DB01224	DB01224	DB01217	training	validation	validation	1
102947	DB00503|DB01224	DB01224	DB00503	training	validation	validation	1
102948	DB00950|DB01224	DB01224	DB00950	training	training	training	0
102949	DB00953|DB01224	DB01224	DB00953	training	validation	validation	1
102950	DB00471|DB01224	DB01224	DB00471	training	training	training	0
102951	DB01224|DB01238	DB01224	DB01238	training	training	training	0
102952	DB01224|DB04896	DB01224	DB04896	training	training	training	0
102953	DB01224|DB01273	DB01224	DB01273	training	training	training	0
102954	DB01224|DB01261	DB01224	DB01261	training	training	training	0
102955	DB01224|DB01270	DB01224	DB01270	training	test	test	1
102956	DB00980|DB01224	DB01224	DB00980	training	test	test	1
102957	DB01224|DB06273	DB01224	DB06273	training	validation	validation	1
102958	DB01224|DB06209	DB01224	DB06209	training	training	training	0
102959	DB01224|DB01609	DB01224	DB01609	training	training	training	0
102960	DB01224|DB05271	DB01224	DB05271	training	test	test	1
102961	DB01046|DB01224	DB01224	DB01046	training	training	training	0
102962	DB01224|DB06218	DB01224	DB06218	training	training	training	0
102963	DB01224|DB06413	DB01224	DB06413	training	training	training	0
102964	DB01224|DB04868	DB01224	DB04868	training	training	training	0
102965	DB01224|DB01267	DB01224	DB01267	training	training	training	0
102966	DB01224|DB01255	DB01224	DB01255	training	validation	validation	1
102967	DB01224|DB08904	DB01224	DB08904	training	training	training	0
102968	DB01224|DB06589	DB01224	DB06589	training	training	training	0
102969	DB01224|DB06817	DB01224	DB06817	training	training	training	0
102970	DB01224|DB06207	DB01224	DB06207	training	training	training	0
102971	DB01224|DB06700	DB01224	DB06700	training	validation	validation	1
102972	DB00413|DB01224	DB01224	DB00413	training	training	training	0
102973	DB01224|DB06216	DB01224	DB06216	training	training	training	0
102974	DB01224|DB06204	DB01224	DB06204	training	validation	validation	1
102975	DB01224|DB06702	DB01224	DB06702	training	training	training	0
102976	DB01224|DB05332	DB01224	DB05332	training	training	training	0
102977	DB01224|DB05351	DB01224	DB05351	training	test	test	1
102978	DB00062|DB01224	DB01224	DB00062	training	training	training	0
102979	DB01224|DB05679	DB01224	DB05679	training	validation	validation	1
102980	DB01224|DB08860	DB01224	DB08860	training	test	test	1
102981	DB01224|DB06637	DB01224	DB06637	training	validation	validation	1
102982	DB01224|DB06643	DB01224	DB06643	training	test	test	1
102983	DB00437|DB01306	DB01306	DB00437	training	training	training	0
102984	DB00404|DB01306	DB01306	DB00404	training	training	training	0
102985	DB00770|DB01306	DB01306	DB00770	training	test	test	1
102986	DB00915|DB01306	DB01306	DB00915	training	training	training	0
102987	DB00594|DB01306	DB01306	DB00594	training	test	test	1
102988	DB01223|DB01306	DB01306	DB01223	training	test	test	1
102989	DB01118|DB01306	DB01306	DB01118	training	test	test	1
102990	DB00321|DB01306	DB01306	DB00321	training	validation	validation	1
102991	DB01109|DB01306	DB01306	DB01109	training	training	training	0
102992	DB01275|DB01306	DB01306	DB01275	training	test	test	1
102993	DB00999|DB01306	DB01306	DB00999	training	test	test	1
102994	DB00956|DB01306	DB01306	DB00956	training	training	training	0
102995	DB00741|DB01306	DB01306	DB00741	training	validation	validation	1
102996	DB01306|DB01611	DB01306	DB01611	training	training	training	0
102997	DB00557|DB01306	DB01306	DB00557	training	training	training	0
102998	DB01050|DB01306	DB01306	DB01050	training	training	training	0
102999	DB00458|DB01306	DB01306	DB00458	training	training	training	0
103000	DB00808|DB01306	DB01306	DB00808	training	training	training	0
103001	DB00328|DB01306	DB01306	DB00328	training	training	training	0
103002	DB01306|DB09401	DB01306	DB09401	training	test	test	1
103003	DB00883|DB01306	DB01306	DB00883	training	test	test	1
103004	DB01026|DB01306	DB01306	DB01026	training	training	training	0
103005	DB01009|DB01306	DB01306	DB01009	training	training	training	0
103006	DB00598|DB01306	DB01306	DB00598	training	training	training	0
103007	DB01306|DB15823	DB01306	DB15823	training	training	training	0
103008	DB00581|DB01306	DB01306	DB00581	training	training	training	0
103009	DB00650|DB01306	DB01306	DB00650	training	validation	validation	1
103010	DB00367|DB01306	DB01306	DB00367	training	training	training	0
103011	DB01235|DB01306	DB01306	DB01235	training	training	training	0
